Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,WardNum_X,WardNum_Y,Division,Division_X,Division_Y,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourh,ObjectId
5860380,1121120,2009,1247803200000,1009,10,HARBORD ST,SPADINA AVE, ,Major Arterial,Toronto and East York,11,0,0,"14,52",52,14,43.663045,-79.40209,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,None,0,East,"Automobile, Station Wagon",Turning Right,Improper Turn,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,79,University (79),315
5860381,1121120,2009,1247803200000,1009,10,HARBORD ST,SPADINA AVE, ,Major Arterial,Toronto and East York,11,0,0,"14,52",52,14,43.663045,-79.40209,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,0,East,Bicycle,Going Ahead, , , , , ,Motorist turning right on red at signalized intersection strikes cyclist.,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,79,University (79),316
80159363,4002018320,2014,1399262400000,1009,10,WOODBINE AVE,KINGSTON RD, ,Major Arterial,Toronto and East York,19,0,0,55,0,0,43.673918,-79.307918,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,North,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal, ,Yes,Yes, , , , ,Yes, ,Yes, , , ,63,The Beaches (63),317
80159364,4002018320,2014,1399262400000,1009,10,WOODBINE AVE,KINGSTON RD, ,Major Arterial,Toronto and East York,19,0,0,55,0,0,43.673918,-79.307918,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal, , , , , , , ,Yes,Yes, , , , ,Yes, ,Yes, , , ,63,The Beaches (63),318
80159365,4002018320,2014,1399262400000,1009,10,WOODBINE AVE,KINGSTON RD, ,Major Arterial,Toronto and East York,19,0,0,55,0,0,43.673918,-79.307918,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,20 to 24,None,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes, ,Yes, , , ,63,The Beaches (63),319
5302050,1132051,2009,1253764800000,1010,10,CHURCH ST,GOULD ST, ,Minor Arterial,Toronto and East York,13,0,0,51,0,0,43.658745,-79.37809,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,0,South,"Automobile, Station Wagon",Parked,Other,Inattentive, , , , , , , ,Yes,Yes, , , , , , , , , , ,75,Church-Yonge Corridor (75),320
5302051,1132051,2009,1253764800000,1010,10,CHURCH ST,GOULD ST, ,Minor Arterial,Toronto and East York,13,0,0,51,0,0,43.658745,-79.37809,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,0,South,Bicycle,Slowing or Stopping, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,75,Church-Yonge Corridor (75),321
7448107,1308128,2012,1341547200000,1010,10,STEELES AVE E,BIRCHMOUNT RD, ,Major Arterial,Scarborough,22,0,0,42,0,0,43.821345,-79.31689,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,116,Steeles (116),322
7448108,1308128,2012,1341547200000,1010,10,STEELES AVE E,BIRCHMOUNT RD, ,Major Arterial,Scarborough,22,0,0,42,0,0,43.821345,-79.31689,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,None,0,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,116,Steeles (116),323
7448109,1308128,2012,1341547200000,1010,10,STEELES AVE E,BIRCHMOUNT RD, ,Major Arterial,Scarborough,22,0,0,42,0,0,43.821345,-79.31689,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,75 to 79,Major,0,West,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,116,Steeles (116),324
80894961,7001528499,2017,1503460800000,1010,10,MAIN ST,GERRARD  ST E, ,Minor Arterial,Toronto and East York,19,0,0,55,0,0,43.683879,-79.300121,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,62,East End-Danforth (62),325
80894962,7001528499,2017,1503460800000,1010,10,MAIN ST,GERRARD  ST E, ,Minor Arterial,Toronto and East York,19,0,0,55,0,0,43.683879,-79.300121,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,0,East,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,62,East End-Danforth (62),326
7433404,1302130,2012,1336622400000,1015,10,DUNDAS ST W,GORE VALE AVE, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.650845,-79.41339,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,81,Trinity-Bellwoods (81),327
7433405,1302130,2012,1336622400000,1015,10,DUNDAS ST W,GORE VALE AVE, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.650845,-79.41339,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,0,East,"Automobile, Station Wagon",Going Ahead,Improper Passing,Normal, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,81,Trinity-Bellwoods (81),328
7433406,1302130,2012,1336622400000,1015,10,DUNDAS ST W,GORE VALE AVE, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.650845,-79.41339,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,0,East,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,81,Trinity-Bellwoods (81),329
7888883,1386246,2013,1371960000000,1015,10,1491 LAKE SHORE BLVD W, , ,Major Arterial,Toronto and East York,4,0,0,14,0,0,43.635951,-79.442912,Mid-Block,Non Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,40 to 44,None,0,North,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,85,South Parkdale (85),330
7888884,1386246,2013,1371960000000,1015,10,1491 LAKE SHORE BLVD W, , ,Major Arterial,Toronto and East York,4,0,0,14,0,0,43.635951,-79.442912,Mid-Block,Non Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,0,West,Bicycle,Going Ahead, , , , , ,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,85,South Parkdale (85),331
7893578,1387944,2013,1381291200000,1018,10,DAVENPORT RD,MOUNT ROYAL AVE, ,Minor Arterial,Toronto and East York,9,0,0,13,0,0,43.674498,-79.432582,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, , , , , , , , , , , , ,Yes,Yes, , , , , , , , , , ,94,Wychwood (94),332
7893579,1387944,2013,1381291200000,1018,10,DAVENPORT RD,MOUNT ROYAL AVE, ,Minor Arterial,Toronto and East York,9,0,0,13,0,0,43.674498,-79.432582,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,West,Delivery Van,Turning Right,Improper Turn,Inattentive, , , , , , , ,Yes,Yes, , , , , , , , , , ,94,Wychwood (94),333
7893580,1387944,2013,1381291200000,1018,10,DAVENPORT RD,MOUNT ROYAL AVE, ,Minor Arterial,Toronto and East York,9,0,0,13,0,0,43.674498,-79.432582,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,West,Bicycle,Going Ahead, , , , , ,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,94,Wychwood (94),334
6176857,1183570,2010,1278302400000,1019,10,COSBURN Ave,WOODBINE Ave, ,Major Arterial,Toronto and East York,19,0,0,54,0,0,43.696445,-79.31739,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,60,Woodbine-Lumsden (60),335
6176858,1183570,2010,1278302400000,1019,10,COSBURN Ave,WOODBINE Ave, ,Major Arterial,Toronto and East York,19,0,0,54,0,0,43.696445,-79.31739,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,0,East,Bicycle,Turning Left, , , , , ,Cyclist turned left across motorists path.,Improper Turn,Inattentive, ,Yes,Yes, , , , , , , , , , ,60,Woodbine-Lumsden (60),336
6636567,1237364,2011,1301976000000,1020,10,JARVIS ST,WELLESLEY ST E, ,Major Arterial,Toronto and East York,13,0,0,51,0,0,43.666245,-79.37829,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,65 to 69,None,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,71,Cabbagetown-South St.James Town (71),337
6636568,1237364,2011,1301976000000,1020,10,JARVIS ST,WELLESLEY ST E, ,Major Arterial,Toronto and East York,13,0,0,51,0,0,43.666245,-79.37829,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,0,South,Bicycle,Overtaking, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Passing,Normal, ,Yes,Yes, , , , , , , , , , ,71,Cabbagetown-South St.James Town (71),338
5279428,1122151,2009,1251777600000,1024,10,MC CAUL St,ORDE St, ,Collector,Toronto and East York,11,0,0,52,0,0,43.658445,-79.39319,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,40 to 44,None,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,78,Kensington-Chinatown (78),339
5279429,1122151,2009,1251777600000,1024,10,MC CAUL St,ORDE St, ,Collector,Toronto and East York,11,0,0,52,0,0,43.658445,-79.39319,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,65 to 69,None,0,North,"Automobile, Station Wagon",Parked,Other,Inattentive, , , , , , , ,Yes,Yes, , , , , , , , , , ,78,Kensington-Chinatown (78),340
5279430,1122151,2009,1251777600000,1024,10,MC CAUL St,ORDE St, ,Collector,Toronto and East York,11,0,0,52,0,0,43.658445,-79.39319,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,0,North,Bicycle,Going Ahead, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,78,Kensington-Chinatown (78),341
6717518,1272062,2011,1320033600000,1030,10,240 WELLESLEY St E, , ,Minor Arterial,Toronto and East York,13,0,0,51,0,0,43.667845,-79.37089,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes, , ,Yes, , , , , , , , ,71,Cabbagetown-South St.James Town (71),342
6717519,1272062,2011,1320033600000,1030,10,240 WELLESLEY St E, , ,Minor Arterial,Toronto and East York,13,0,0,51,0,0,43.667845,-79.37089,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Truck Driver,60 to 64,None,0,South,Truck - Open,Turning Right,Driving Properly,Normal, , , , , , , ,Yes, , ,Yes, , , , , , , , ,71,Cabbagetown-South St.James Town (71),343
6717520,1272062,2011,1320033600000,1030,10,240 WELLESLEY St E, , ,Minor Arterial,Toronto and East York,13,0,0,51,0,0,43.667845,-79.37089,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,0,South,Bicycle,Turning Right, , , , , ,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Other,Normal, ,Yes, , ,Yes, , , , , , , , ,71,Cabbagetown-South St.James Town (71),344
80157491,4001888181,2014,1397448000000,1030,10,REXDALE BLVD,HUMBERWOOD BLVD, ,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.72042,-79.609165,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,0,West,"Automobile, Station Wagon",Going Ahead,Improper Passing,Unknown, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,1,West Humber-Clairville (1),345
80157492,4001888181,2014,1397448000000,1030,10,REXDALE BLVD,HUMBERWOOD BLVD, ,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.72042,-79.609165,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,0,West,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,1,West Humber-Clairville (1),346
80239413,5000858647,2015,1432353600000,1030,10,MARINE PARADE DR,PARK LAWN RD, ,Major Arterial,Etobicoke York,3,0,0,22,0,0,43.622958,-79.481197,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,0,East,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Normal, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,17,Mimico (includes Humber Bay Shores) (17),347
80239414,5000858647,2015,1432353600000,1030,10,MARINE PARADE DR,PARK LAWN RD, ,Major Arterial,Etobicoke York,3,0,0,22,0,0,43.622958,-79.481197,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,0,East,Bicycle,Going Ahead, , , , , ,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,17,Mimico (includes Humber Bay Shores) (17),348
80771534,7001016401,2017,1496894400000,1030,10,DAVENPORT RD,AVENUE RD,100 m East of,Major Arterial,Toronto and East York,11,0,0,53,0,0,43.674872,-79.395358,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Truck Driver,35 to 39,None,0,East,"Truck - Closed (Blazer, etc)",Going Ahead,Other,Normal, , , , , , , ,Yes, , ,Yes, , , , , , , , ,95,Annex (95),349
80771535,7001016401,2017,1496894400000,1030,10,DAVENPORT RD,AVENUE RD,100 m East of,Major Arterial,Toronto and East York,11,0,0,53,0,0,43.674872,-79.395358,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,0,East,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Other,Normal, ,Yes, , ,Yes, , , , , , , , ,95,Annex (95),350
5863080,1140607,2009,1257483600000,1033,10,GROSVENOR ST,BAY ST, ,Collector,Toronto and East York,11,0,0,52,0,0,43.662245,-79.38739,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Moped Driver,35 to 39,Major,0,West,Moped,Overtaking,Improper Passing,Normal, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,76,Bay Street Corridor (76),351
5863081,1140607,2009,1257483600000,1033,10,GROSVENOR ST,BAY ST, ,Collector,Toronto and East York,11,0,0,52,0,0,43.662245,-79.38739,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,55 to 59,None,0,West,"Automobile, Station Wagon",Pulling Away from Shoulder or Curb,Failed to Yield Right of Way,Normal, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,76,Bay Street Corridor (76),352
80974029,8002001180,2018,1540872000000,1037,10,STEELES AVE E,WARDEN AVE, ,Major Arterial,Scarborough,22,0,0,42,0,0,43.81956,-79.324397,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,80 to 84,Major,0,North,Bicycle,Turning Right, , , , , ,Cyclist turns right across motorists path,Failed to Yield Right of Way,Normal, ,Yes,Yes, , , , , , , , , , ,116,Steeles (116),353
80974030,8002001180,2018,1540872000000,1037,10,STEELES AVE E,WARDEN AVE, ,Major Arterial,Scarborough,22,0,0,42,0,0,43.81956,-79.324397,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,North,"Automobile, Station Wagon",Turning Right,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,116,Steeles (116),354
5384800,1049419,2008,1214798400000,1040,10,DUNDAS ST W,LANSDOWNE AVE, ,Minor Arterial,Toronto and East York,9,0,0,11,0,0,43.650145,-79.43929,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,East,"Automobile, Station Wagon",Parked,Other,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,83,Dufferin Grove (83),355
5384801,1049419,2008,1214798400000,1040,10,DUNDAS ST W,LANSDOWNE AVE, ,Minor Arterial,Toronto and East York,9,0,0,11,0,0,43.650145,-79.43929,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,0,East,Bicycle,Going Ahead, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,83,Dufferin Grove (83),356
7835237,1363452,2013,1369022400000,1040,10,LAKE SHORE BLVD W,REES ST, ,Expressway,Toronto and East York,10,0,0,52,0,0,43.639945,-79.38699,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,None,0,East,"Automobile, Station Wagon",Turning Right,Improper Turn,Inattentive, , , , , , , ,Yes,Yes, , , , , , , , , , ,77,Waterfront Communities-The Island (77),357
7835238,1363452,2013,1369022400000,1040,10,LAKE SHORE BLVD W,REES ST, ,Expressway,Toronto and East York,10,0,0,52,0,0,43.639945,-79.38699,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,East,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Inattentive, ,Yes,Yes, , , , , , , , , , ,77,Waterfront Communities-The Island (77),358
80487297,5001261641,2015,1437710400000,1040,10,SPADINA AVE,ST ANDREW ST,5 m North of,Major Arterial,Toronto and East York,11,0,0,"14,52",52,14,43.654383,-79.398639,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,0,South,"Automobile, Station Wagon",Going Ahead,Improper Passing,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,78,Kensington-Chinatown (78),359
80487298,5001261641,2015,1437710400000,1040,10,SPADINA AVE,ST ANDREW ST,5 m North of,Major Arterial,Toronto and East York,11,0,0,"14,52",52,14,43.654383,-79.398639,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,0,South,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,78,Kensington-Chinatown (78),360
80150374,4001460471,2014,1391403600000,1043,10,OLD WESTON RD,ROGERS RD, ,Minor Arterial,Toronto and East York,509,9,5,12,0,0,43.681517,-79.467433,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,110,Keelesdale-Eglinton West (110),361
80150375,4001460471,2014,1391403600000,1043,10,OLD WESTON RD,ROGERS RD, ,Minor Arterial,Toronto and East York,509,9,5,12,0,0,43.681517,-79.467433,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,West,Bicycle,Other, , , , , ,Cyclist rode off sidewalk into road at midblock.,Other,Inattentive, ,Yes,Yes, , , , , , , , , , ,110,Keelesdale-Eglinton West (110),362
5305045,1134906,2009,1255492800000,1047,10,JARVIS ST,ISABELLA ST, ,Major Arterial,Toronto and East York,13,0,0,51,0,0,43.668845,-79.37949,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Moped Driver,35 to 39,Major,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,75,Church-Yonge Corridor (75),363
5305046,1134906,2009,1255492800000,1047,10,JARVIS ST,ISABELLA ST, ,Major Arterial,Toronto and East York,13,0,0,51,0,0,43.668845,-79.37949,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,None,0,South,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive, , , , , , , ,Yes,Yes, , , , , , , , , , ,75,Church-Yonge Corridor (75),364
7886796,1385469,2013,1378699200000,1047,10,LAKE SHORE BLVD E,BOOTH AVE, ,Expressway,Toronto and East York,14,0,0,55,0,0,43.653514,-79.340778,Intersection, ,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,70,South Riverdale (70),365
7886797,1385469,2013,1378699200000,1047,10,LAKE SHORE BLVD E,BOOTH AVE, ,Expressway,Toronto and East York,14,0,0,55,0,0,43.653514,-79.340778,Intersection, ,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,South,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,70,South Riverdale (70),366
7886798,1385469,2013,1378699200000,1047,10,LAKE SHORE BLVD E,BOOTH AVE, ,Expressway,Toronto and East York,14,0,0,55,0,0,43.653514,-79.340778,Intersection, ,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,0,West,Bicycle,Going Ahead, , , , , ,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,70,South Riverdale (70),367
80718833,6001647391,2016,1473998400000,1047,10,SHEPPARD AV E,PALMDALE DR, ,Major Arterial,Scarborough,22,0,0,42,0,0,43.777972,-79.31116,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,40 to 44,Major,0,East,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Other,Inattentive, ,Yes, , ,Yes, , , , , , , , ,118,Tam O'Shanter-Sullivan (118),368
80718834,6001647391,2016,1473998400000,1047,10,SHEPPARD AV E,PALMDALE DR, ,Major Arterial,Scarborough,22,0,0,42,0,0,43.777972,-79.31116,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Truck Driver,50 to 54,None,0,West,Truck - Dump,Turning Left,Driving Properly,Normal, , , , , , , ,Yes, , ,Yes, , , , , , , , ,118,Tam O'Shanter-Sullivan (118),369
5277874,1121495,2009,1248062400000,1050,10,BLOOR ST W,PALMERSTON BLVD, ,Major Arterial,Toronto and East York,11,0,0,14,0,0,43.664745,-79.41309,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,East,"Automobile, Station Wagon",Parked,Other,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,95,Annex (95),370
5277875,1121495,2009,1248062400000,1050,10,BLOOR ST W,PALMERSTON BLVD, ,Major Arterial,Toronto and East York,11,0,0,14,0,0,43.664745,-79.41309,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,0,East,Bicycle,Going Ahead, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,95,Annex (95),371
5863204,1141576,2009,1258520400000,1050,10,COLLEGE Stre,BEVERLEY Stre, ,Major Arterial,Toronto and East York,11,0,0,52,0,0,43.658845,-79.39529,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,30 to 34,None,0,East,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,79,University (79),372
